posthoc_rank,sensitivity_rank,n_removed,removed_cell_ids,removed_conditions,anova_pvalue,minimum_dunnett_adjusted_pvalue,significant_dunnett_conditions,has_significant_dunnett_contrast
313,163,8,DREADD/CNO__r3__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r1__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.025858937783719664,0.21505976398458804,,False
314,83,5,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r1__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.017662242566076743,0.21537280295710537,,False
315,122,6,CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.0220845708711427,0.2159319229139688,,False
316,392,8,DREADD/CNO__r2__sNA | CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.04886271932678332,0.21725479103809453,,False
317,158,5,CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.02559132165152565,0.21821814835071007,,False
318,230,7,DREADD/CNO__r3__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.033303593792758344,0.219898019992518,,False
319,210,4,DREADD/CNO__r3__sNA | DREADD/CNO__r10__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM,0.03046365091176397,0.22027685192810675,,False
320,184,4,DREADD/CNO__r11__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.027980043400059412,0.22102564388765644,,False
321,141,8,DREADD/CNO__r3__sNA | DREADD/CNO__r12__sNA | CONTROL/MEDIA__r1__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.024494842211739854,0.22172315027490463,,False
322,111,5,DREADD/CNO__r5__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.02084008429662482,0.22266349362788496,,False
323,274,3,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM,0.03815731568746794,0.2229340847207324,,False
324,97,8,DREADD/CNO__r4__sNA | CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r1__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.019035014214730084,0.22329459748353409,,False
325,333,8,DREADD/CNO__r2__sNA | DREADD/CNO__r3__sNA | CONTROL/MEDIA__r2__sNA | LMO7/hCTZ__r1__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.04395684868656927,0.2238749865430384,,False
326,129,7,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r5__sNA | LMO7/hCTZ__r6__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.023030253602851228,0.22425783888417017,,False
327,284,5,DREADD/CNO__r2__sNA | DREADD/CNO__r4__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.03892812845562768,0.22432281461894543,,False
328,277,4,DREADD/CNO__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.03836335582374003,0.2266617014583031,,False
329,253,8,DREADD/CNO__r2__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.035715095747725516,0.22729701634637978,,False
330,67,7,DREADD/CNO__r1__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.015680874911765542,0.22733228222534096,,False
331,249,4,CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.03519967057724815,0.2281370252461089,,False
332,254,3,DREADD/CNO__r3__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM,0.03596143998209559,0.22833229999887994,,False
333,403,3,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM,0.04988942654982105,0.22833513930877103,,False
334,231,5,DREADD/CNO__r4__sNA | CONTROL/MEDIA__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r11__sNA,DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.03344479304901217,0.22920029305109213,,False
335,317,5,CONTROL/MEDIA__r9__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04253536283838668,0.2307955553301495,,False
336,194,8,DREADD/CNO__r2__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.028798788765280633,0.23154626965880587,,False
337,357,4,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r5__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.045887273434665234,0.23209698007133994,,False
338,330,5,CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r7__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.04374174546271898,0.23230645907495928,,False
339,115,6,DREADD/CNO__r9__sNA | LMO7/hCTZ__r1__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r11__sNA,DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.021481111849582884,0.2324686842817706,,False
340,250,5,DREADD/CNO__r4__sNA | DREADD/CNO__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.035426261819317316,0.23374929115294518,,False
341,177,7,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r3__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.0274521851083733,0.23423883004296853,,False
342,179,6,CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.027488428158647764,0.23482681038942665,,False
343,282,6,DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.03877067033671537,0.23660386973364245,,False
344,71,8,DREADD/CNO__r4__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r10__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.016282018797574526,0.23687827738537792,,False
345,102,8,DREADD/CNO__r12__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r1__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.01963649720026281,0.237200719163984,,False
346,183,7,DREADD/CNO__r11__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r5__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.027975910242648522,0.23863999867316754,,False
347,104,7,DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.01975567921365556,0.23949742809025998,,False
348,248,7,DREADD/CNO__r9__sNA | CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r5__sNA | LMO7/hCTZ__r7__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.035186971693470175,0.24084917737722222,,False
349,288,5,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r1__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.03956109075689896,0.2432604729003518,,False
350,331,5,CONTROL/MEDIA__r4__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04377901076467596,0.24454677750657416,,False
351,374,2,DREADD/CNO__r3__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | PSAM_uPSEM,0.04738056693492384,0.24512859838303813,,False
352,131,4,CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.023263109188577463,0.2451628584922778,,False
353,283,8,DREADD/CNO__r3__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r3__sNA | LMO7/hCTZ__r7__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.03885847381365682,0.2452147336566476,,False
354,338,5,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r2__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.044186136882341964,0.24675442368017675,,False
355,172,7,CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r1__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.02660407775381797,0.24859479932972361,,False
356,361,5,DREADD/CNO__r3__sNA | DREADD/CNO__r12__sNA | CONTROL/MEDIA__r9__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.046003678283272356,0.2490759279079725,,False
357,247,6,CONTROL/MEDIA__r1__sNA | LMO7/hCTZ__r7__sNA | LMO7/hCTZ__r8__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.035081473821046746,0.24960375705808635,,False
358,347,8,DREADD/CNO__r2__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r5__sNA | LMO7/hCTZ__r7__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.044906706144870086,0.25028268124662323,,False
359,206,4,DREADD/CNO__r7__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r6__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.030222592196292798,0.2503748671631384,,False
360,387,4,DREADD/CNO__r3__sNA | PSAM/uPSEM__r3__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.048517983788673745,0.2534045942074139,,False
361,138,8,DREADD/CNO__r4__sNA | DREADD/CNO__r6__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r11__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.0243524917384791,0.25366495438920333,,False
362,286,5,DREADD/CNO__r3__sNA | DREADD/CNO__r9__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.03929171552172169,0.254677619110958,,False
363,388,5,DREADD/CNO__r3__sNA | DREADD/CNO__r11__sNA | LMO7/hCTZ__r5__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04856838176224259,0.2546912181862101,,False
364,281,4,CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.038756330414842804,0.25488010545299866,,False
365,291,6,DREADD/CNO__r4__sNA | LMO7/hCTZ__r1__sNA | LMO7/hCTZ__r2__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.039760350839946994,0.2552138008164222,,False
366,397,4,CONTROL/MEDIA__r1__sNA | CONTROL/MEDIA__r5__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.049346134679906895,0.2557372491740626,,False
367,222,6,DREADD/CNO__r4__sNA | DREADD/CNO__r7__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.03278069851976911,0.2568387963173928,,False
368,316,3,DREADD/CNO__r3__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | PSAM_uPSEM | PSAM_uPSEM,0.042535160299232364,0.25892055526342617,,False
369,314,5,DREADD/CNO__r12__sNA | CONTROL/MEDIA__r7__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.04237008476257717,0.26072397218285714,,False
370,329,5,CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.043727428001664626,0.26124818714425224,,False
371,234,7,DREADD/CNO__r3__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.03381894439566793,0.26254745847298633,,False
372,366,4,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.04635941061394705,0.2644645878551002,,False
373,33,8,DREADD/CNO__r12__sNA | CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r8__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r6__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.011678215180637087,0.2651498637918567,,False
374,157,5,DREADD/CNO__r6__sNA | CONTROL/MEDIA__r10__sNA | PSAM/uPSEM__r1__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.025530056396300224,0.26583706576544053,,False
375,280,8,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r3__sNA | LMO7/hCTZ__r4__sNA | LMO7/hCTZ__r8__sNA | LMO7/hCTZ__r9__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.03873297108031743,0.26595135722090346,,False
376,350,7,DREADD/CNO__r2__sNA | DREADD/CNO__r3__sNA | DREADD/CNO__r4__sNA | DREADD/CNO__r9__sNA | CONTROL/MEDIA__r11__sNA | LMO7/hCTZ__r3__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM,0.04512798773298134,0.26776452797861827,,False
377,295,8,LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r5__sNA | LMO7/hCTZ__r7__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r4__sNA | PSAM/uPSEM__r8__sNA | PSAM/uPSEM__r9__sNA,LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.04019402509062722,0.26921563700963,,False
378,241,4,DREADD/CNO__r3__sNA | DREADD/CNO__r7__sNA | CONTROL/MEDIA__r9__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | DREADD_CNO | EYFP_Control_Media | PSAM_uPSEM,0.034661082346604935,0.27155984677035316,,False
379,259,6,DREADD/CNO__r11__sNA | CONTROL/MEDIA__r5__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r10__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.036543011150577745,0.27219674202823163,,False
380,371,4,LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA | PSAM/uPSEM__r7__sNA | PSAM/uPSEM__r9__sNA,LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM | PSAM_uPSEM,0.04686169723658627,0.2730048506910403,,False
381,258,5,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r11__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | PSAM_uPSEM | PSAM_uPSEM,0.03647124141236399,0.27348830956121484,,False
382,394,4,CONTROL/MEDIA__r5__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA,EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.04898551680418702,0.2737808728439103,,False
383,91,8,DREADD/CNO__r3__sNA | CONTROL/MEDIA__r2__sNA | CONTROL/MEDIA__r6__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r2__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r8__sNA | PSAM/uPSEM__r9__sNA,DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.018410304241635474,0.27725267175060475,,False
384,382,5,CONTROL/MEDIA__r3__sNA | CONTROL/MEDIA__r10__sNA | LMO7/hCTZ__r7__sNA | PSAM/uPSEM__r9__sNA | PSAM/uPSEM__r12__sNA,EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | PSAM_uPSEM | PSAM_uPSEM,0.047839522879033446,0.2783834497913418,,False
385,375,8,DREADD/CNO__r5__sNA | DREADD/CNO__r7__sNA | DREADD/CNO__r10__sNA | CONTROL/MEDIA__r4__sNA | CONTROL/MEDIA__r6__sNA | LMO7/hCTZ__r3__sNA | LMO7/hCTZ__r4__sNA | PSAM/uPSEM__r2__sNA,DREADD_CNO | DREADD_CNO | DREADD_CNO | EYFP_Control_Media | EYFP_Control_Media | LMO7_hCTZ | LMO7_hCTZ | PSAM_uPSEM,0.04753020465233544,0.2809313952582988,,False
