radius_um,condition,replicate,sample_id,intersections
70.0,LMO7,7,353.1,10.0
75.0,LMO7,7,353.1,7.0
80.0,LMO7,7,353.1,7.0
85.0,LMO7,7,353.1,8.0
90.0,LMO7,7,353.1,9.0
95.0,LMO7,7,353.1,9.0
100.0,LMO7,7,353.1,8.0
105.0,LMO7,7,353.1,8.0
110.0,LMO7,7,353.1,8.0
115.0,LMO7,7,353.1,7.0
120.0,LMO7,7,353.1,6.0
125.0,LMO7,7,353.1,7.0
130.0,LMO7,7,353.1,6.0
135.0,LMO7,7,353.1,6.0
140.0,LMO7,7,353.1,5.0
145.0,LMO7,7,353.1,5.0
150.0,LMO7,7,353.1,5.0
155.0,LMO7,7,353.1,4.0
160.0,LMO7,7,353.1,4.0
165.0,LMO7,7,353.1,4.0
170.0,LMO7,7,353.1,4.0
175.0,LMO7,7,353.1,3.0
180.0,LMO7,7,353.1,3.0
185.0,LMO7,7,353.1,3.0
190.0,LMO7,7,353.1,3.0
195.0,LMO7,7,353.1,2.0
200.0,LMO7,7,353.1,2.0
205.0,LMO7,7,353.1,1.0
210.0,LMO7,7,353.1,1.0
215.0,LMO7,7,353.1,1.0
220.0,LMO7,7,353.1,1.0
225.0,LMO7,7,353.1,1.0
230.0,LMO7,7,353.1,1.0
235.0,LMO7,7,353.1,1.0
240.0,LMO7,7,353.1,1.0
245.0,LMO7,7,353.1,1.0
5.0,LMO7,8,353.11,1.0
10.0,LMO7,8,353.11,6.0
15.0,LMO7,8,353.11,14.0
20.0,LMO7,8,353.11,13.0
25.0,LMO7,8,353.11,14.0
30.0,LMO7,8,353.11,18.0
35.0,LMO7,8,353.11,15.0
40.0,LMO7,8,353.11,13.0
45.0,LMO7,8,353.11,19.0
50.0,LMO7,8,353.11,17.0
55.0,LMO7,8,353.11,16.0
60.0,LMO7,8,353.11,16.0
65.0,LMO7,8,353.11,17.0
70.0,LMO7,8,353.11,17.0
75.0,LMO7,8,353.11,18.0
80.0,LMO7,8,353.11,14.0
85.0,LMO7,8,353.11,13.0
90.0,LMO7,8,353.11,14.0
95.0,LMO7,8,353.11,10.0
100.0,LMO7,8,353.11,10.0
105.0,LMO7,8,353.11,11.0
110.0,LMO7,8,353.11,9.0
115.0,LMO7,8,353.11,9.0
120.0,LMO7,8,353.11,9.0
125.0,LMO7,8,353.11,9.0
130.0,LMO7,8,353.11,6.0
135.0,LMO7,8,353.11,3.0
140.0,LMO7,8,353.11,2.0
145.0,LMO7,8,353.11,2.0
150.0,LMO7,8,353.11,1.0
155.0,LMO7,8,353.11,1.0
160.0,LMO7,8,353.11,1.0
165.0,LMO7,8,353.11,1.0
170.0,LMO7,8,353.11,1.0
10.0,LMO7,9,353.12,4.0
15.0,LMO7,9,353.12,8.0
20.0,LMO7,9,353.12,9.0
25.0,LMO7,9,353.12,11.0
30.0,LMO7,9,353.12,11.0
35.0,LMO7,9,353.12,10.0
40.0,LMO7,9,353.12,9.0
45.0,LMO7,9,353.12,9.0
50.0,LMO7,9,353.12,8.0
55.0,LMO7,9,353.12,8.0
60.0,LMO7,9,353.12,7.0
65.0,LMO7,9,353.12,6.0
70.0,LMO7,9,353.12,4.0
75.0,LMO7,9,353.12,4.0
80.0,LMO7,9,353.12,4.0
85.0,LMO7,9,353.12,4.0
90.0,LMO7,9,353.12,4.0
95.0,LMO7,9,353.12,2.0
100.0,LMO7,9,353.12,1.0
105.0,LMO7,9,353.12,1.0
110.0,LMO7,9,353.12,1.0
115.0,LMO7,9,353.12,1.0
10.0,LMO7,10,353.14,7.0
15.0,LMO7,10,353.14,15.0
20.0,LMO7,10,353.14,16.0
25.0,LMO7,10,353.14,20.0
30.0,LMO7,10,353.14,26.0
35.0,LMO7,10,353.14,26.0
40.0,LMO7,10,353.14,24.0
45.0,LMO7,10,353.14,26.0
50.0,LMO7,10,353.14,27.0
55.0,LMO7,10,353.14,22.0
60.0,LMO7,10,353.14,29.0
65.0,LMO7,10,353.14,29.0
70.0,LMO7,10,353.14,19.0
75.0,LMO7,10,353.14,20.0
80.0,LMO7,10,353.14,13.0
85.0,LMO7,10,353.14,12.0
90.0,LMO7,10,353.14,12.0
95.0,LMO7,10,353.14,14.0
100.0,LMO7,10,353.14,10.0
105.0,LMO7,10,353.14,11.0
110.0,LMO7,10,353.14,7.0
115.0,LMO7,10,353.14,5.0
120.0,LMO7,10,353.14,4.0
125.0,LMO7,10,353.14,4.0
130.0,LMO7,10,353.14,4.0
135.0,LMO7,10,353.14,4.0
140.0,LMO7,10,353.14,4.0
145.0,LMO7,10,353.14,4.0
150.0,LMO7,10,353.14,4.0
155.0,LMO7,10,353.14,3.0
160.0,LMO7,10,353.14,3.0
165.0,LMO7,10,353.14,3.0
170.0,LMO7,10,353.14,3.0
175.0,LMO7,10,353.14,3.0
180.0,LMO7,10,353.14,3.0
185.0,LMO7,10,353.14,3.0
190.0,LMO7,10,353.14,2.0
195.0,LMO7,10,353.14,1.0
10.0,LMO7,11,353.15,8.0
15.0,LMO7,11,353.15,18.0
20.0,LMO7,11,353.15,17.0
25.0,LMO7,11,353.15,18.0
30.0,LMO7,11,353.15,19.0
35.0,LMO7,11,353.15,20.0
40.0,LMO7,11,353.15,19.0
45.0,LMO7,11,353.15,20.0
50.0,LMO7,11,353.15,20.0
55.0,LMO7,11,353.15,27.0
60.0,LMO7,11,353.15,19.0
65.0,LMO7,11,353.15,20.0
70.0,LMO7,11,353.15,16.0
75.0,LMO7,11,353.15,15.0
80.0,LMO7,11,353.15,12.0
85.0,LMO7,11,353.15,9.0
90.0,LMO7,11,353.15,9.0
95.0,LMO7,11,353.15,9.0
100.0,LMO7,11,353.15,7.0
105.0,LMO7,11,353.15,6.0
110.0,LMO7,11,353.15,5.0
115.0,LMO7,11,353.15,3.0
120.0,LMO7,11,353.15,3.0
125.0,LMO7,11,353.15,3.0
130.0,LMO7,11,353.15,1.0
10.0,LMO7/hCTZ,1,,4.0
15.0,LMO7/hCTZ,1,,12.0
20.0,LMO7/hCTZ,1,,12.0
25.0,LMO7/hCTZ,1,,13.0
30.0,LMO7/hCTZ,1,,13.0
35.0,LMO7/hCTZ,1,,14.0
40.0,LMO7/hCTZ,1,,14.0
45.0,LMO7/hCTZ,1,,15.0
50.0,LMO7/hCTZ,1,,15.0
55.0,LMO7/hCTZ,1,,14.0
60.0,LMO7/hCTZ,1,,16.0
65.0,LMO7/hCTZ,1,,12.0
70.0,LMO7/hCTZ,1,,11.0
75.0,LMO7/hCTZ,1,,10.0
80.0,LMO7/hCTZ,1,,10.0
85.0,LMO7/hCTZ,1,,11.0
90.0,LMO7/hCTZ,1,,8.0
95.0,LMO7/hCTZ,1,,8.0
100.0,LMO7/hCTZ,1,,7.0
105.0,LMO7/hCTZ,1,,6.0
110.0,LMO7/hCTZ,1,,5.0
115.0,LMO7/hCTZ,1,,3.0
120.0,LMO7/hCTZ,1,,3.0
125.0,LMO7/hCTZ,1,,4.0
130.0,LMO7/hCTZ,1,,2.0
135.0,LMO7/hCTZ,1,,2.0
140.0,LMO7/hCTZ,1,,2.0
145.0,LMO7/hCTZ,1,,2.0
150.0,LMO7/hCTZ,1,,1.0
155.0,LMO7/hCTZ,1,,1.0
160.0,LMO7/hCTZ,1,,1.0
10.0,LMO7/hCTZ,2,,4.0
15.0,LMO7/hCTZ,2,,6.0
20.0,LMO7/hCTZ,2,,8.0
25.0,LMO7/hCTZ,2,,8.0
30.0,LMO7/hCTZ,2,,11.0
35.0,LMO7/hCTZ,2,,10.0
40.0,LMO7/hCTZ,2,,10.0
45.0,LMO7/hCTZ,2,,10.0
50.0,LMO7/hCTZ,2,,11.0
55.0,LMO7/hCTZ,2,,12.0
60.0,LMO7/hCTZ,2,,11.0
65.0,LMO7/hCTZ,2,,11.0
70.0,LMO7/hCTZ,2,,12.0
75.0,LMO7/hCTZ,2,,12.0
80.0,LMO7/hCTZ,2,,12.0
85.0,LMO7/hCTZ,2,,13.0
90.0,LMO7/hCTZ,2,,12.0
95.0,LMO7/hCTZ,2,,10.0
100.0,LMO7/hCTZ,2,,10.0
105.0,LMO7/hCTZ,2,,10.0
110.0,LMO7/hCTZ,2,,11.0
115.0,LMO7/hCTZ,2,,11.0
120.0,LMO7/hCTZ,2,,11.0
125.0,LMO7/hCTZ,2,,14.0
130.0,LMO7/hCTZ,2,,11.0
135.0,LMO7/hCTZ,2,,10.0
140.0,LMO7/hCTZ,2,,10.0
145.0,LMO7/hCTZ,2,,10.0
150.0,LMO7/hCTZ,2,,7.0
155.0,LMO7/hCTZ,2,,3.0
160.0,LMO7/hCTZ,2,,2.0
165.0,LMO7/hCTZ,2,,3.0
170.0,LMO7/hCTZ,2,,3.0
175.0,LMO7/hCTZ,2,,2.0
180.0,LMO7/hCTZ,2,,2.0
185.0,LMO7/hCTZ,2,,2.0
190.0,LMO7/hCTZ,2,,1.0
10.0,LMO7/hCTZ,3,,2.0
15.0,LMO7/hCTZ,3,,9.0
20.0,LMO7/hCTZ,3,,10.0
25.0,LMO7/hCTZ,3,,9.0
30.0,LMO7/hCTZ,3,,9.0
35.0,LMO7/hCTZ,3,,10.0
40.0,LMO7/hCTZ,3,,10.0
45.0,LMO7/hCTZ,3,,10.0
50.0,LMO7/hCTZ,3,,9.0
55.0,LMO7/hCTZ,3,,8.0
60.0,LMO7/hCTZ,3,,8.0
65.0,LMO7/hCTZ,3,,8.0
70.0,LMO7/hCTZ,3,,8.0
75.0,LMO7/hCTZ,3,,6.0
80.0,LMO7/hCTZ,3,,5.0
85.0,LMO7/hCTZ,3,,4.0
90.0,LMO7/hCTZ,3,,2.0
95.0,LMO7/hCTZ,3,,1.0
10.0,LMO7/hCTZ,4,,2.0
15.0,LMO7/hCTZ,4,,2.0
20.0,LMO7/hCTZ,4,,4.0
25.0,LMO7/hCTZ,4,,5.0
30.0,LMO7/hCTZ,4,,5.0
35.0,LMO7/hCTZ,4,,6.0
40.0,LMO7/hCTZ,4,,6.0
45.0,LMO7/hCTZ,4,,6.0
50.0,LMO7/hCTZ,4,,6.0
55.0,LMO7/hCTZ,4,,6.0
60.0,LMO7/hCTZ,4,,6.0
65.0,LMO7/hCTZ,4,,8.0
70.0,LMO7/hCTZ,4,,7.0
75.0,LMO7/hCTZ,4,,7.0
80.0,LMO7/hCTZ,4,,9.0
85.0,LMO7/hCTZ,4,,8.0
90.0,LMO7/hCTZ,4,,7.0
95.0,LMO7/hCTZ,4,,7.0
100.0,LMO7/hCTZ,4,,8.0
105.0,LMO7/hCTZ,4,,9.0
110.0,LMO7/hCTZ,4,,10.0
115.0,LMO7/hCTZ,4,,9.0
120.0,LMO7/hCTZ,4,,9.0
125.0,LMO7/hCTZ,4,,9.0
130.0,LMO7/hCTZ,4,,9.0
135.0,LMO7/hCTZ,4,,10.0
140.0,LMO7/hCTZ,4,,12.0
145.0,LMO7/hCTZ,4,,9.0
150.0,LMO7/hCTZ,4,,8.0
155.0,LMO7/hCTZ,4,,10.0
160.0,LMO7/hCTZ,4,,11.0
165.0,LMO7/hCTZ,4,,10.0
170.0,LMO7/hCTZ,4,,11.0
175.0,LMO7/hCTZ,4,,9.0
180.0,LMO7/hCTZ,4,,8.0
185.0,LMO7/hCTZ,4,,7.0
190.0,LMO7/hCTZ,4,,7.0
195.0,LMO7/hCTZ,4,,5.0
200.0,LMO7/hCTZ,4,,5.0
205.0,LMO7/hCTZ,4,,4.0
210.0,LMO7/hCTZ,4,,4.0
215.0,LMO7/hCTZ,4,,3.0
220.0,LMO7/hCTZ,4,,3.0
225.0,LMO7/hCTZ,4,,2.0
230.0,LMO7/hCTZ,4,,2.0
235.0,LMO7/hCTZ,4,,2.0
240.0,LMO7/hCTZ,4,,1.0
245.0,LMO7/hCTZ,4,,1.0
250.0,LMO7/hCTZ,4,,1.0
255.0,LMO7/hCTZ,4,,1.0
5.0,LMO7/hCTZ,5,,2.0
10.0,LMO7/hCTZ,5,,8.0
15.0,LMO7/hCTZ,5,,13.0
20.0,LMO7/hCTZ,5,,12.0
25.0,LMO7/hCTZ,5,,13.0
30.0,LMO7/hCTZ,5,,13.0
35.0,LMO7/hCTZ,5,,13.0
40.0,LMO7/hCTZ,5,,14.0
45.0,LMO7/hCTZ,5,,14.0
50.0,LMO7/hCTZ,5,,12.0
55.0,LMO7/hCTZ,5,,13.0
60.0,LMO7/hCTZ,5,,14.0
65.0,LMO7/hCTZ,5,,13.0
70.0,LMO7/hCTZ,5,,13.0
75.0,LMO7/hCTZ,5,,12.0
80.0,LMO7/hCTZ,5,,13.0
85.0,LMO7/hCTZ,5,,13.0
90.0,LMO7/hCTZ,5,,11.0
95.0,LMO7/hCTZ,5,,10.0
100.0,LMO7/hCTZ,5,,10.0
105.0,LMO7/hCTZ,5,,8.0
110.0,LMO7/hCTZ,5,,8.0
115.0,LMO7/hCTZ,5,,6.0
120.0,LMO7/hCTZ,5,,6.0
125.0,LMO7/hCTZ,5,,4.0
130.0,LMO7/hCTZ,5,,4.0
135.0,LMO7/hCTZ,5,,4.0
140.0,LMO7/hCTZ,5,,4.0
145.0,LMO7/hCTZ,5,,2.0
150.0,LMO7/hCTZ,5,,1.0
155.0,LMO7/hCTZ,5,,1.0
10.0,LMO7/hCTZ,6,,5.0
15.0,LMO7/hCTZ,6,,14.0
20.0,LMO7/hCTZ,6,,15.0
25.0,LMO7/hCTZ,6,,17.0
30.0,LMO7/hCTZ,6,,17.0
35.0,LMO7/hCTZ,6,,17.0
40.0,LMO7/hCTZ,6,,19.0
45.0,LMO7/hCTZ,6,,17.0
50.0,LMO7/hCTZ,6,,15.0
55.0,LMO7/hCTZ,6,,15.0
60.0,LMO7/hCTZ,6,,12.0
65.0,LMO7/hCTZ,6,,12.0
70.0,LMO7/hCTZ,6,,10.0
75.0,LMO7/hCTZ,6,,10.0
80.0,LMO7/hCTZ,6,,10.0
85.0,LMO7/hCTZ,6,,10.0
90.0,LMO7/hCTZ,6,,9.0
95.0,LMO7/hCTZ,6,,6.0
100.0,LMO7/hCTZ,6,,6.0
105.0,LMO7/hCTZ,6,,5.0
110.0,LMO7/hCTZ,6,,5.0
115.0,LMO7/hCTZ,6,,5.0
120.0,LMO7/hCTZ,6,,3.0
125.0,LMO7/hCTZ,6,,3.0
130.0,LMO7/hCTZ,6,,2.0
135.0,LMO7/hCTZ,6,,1.0
10.0,LMO7/hCTZ,7,,7.0
15.0,LMO7/hCTZ,7,,14.0
20.0,LMO7/hCTZ,7,,14.0
25.0,LMO7/hCTZ,7,,14.0
30.0,LMO7/hCTZ,7,,15.0
35.0,LMO7/hCTZ,7,,16.0
40.0,LMO7/hCTZ,7,,16.0
45.0,LMO7/hCTZ,7,,17.0
50.0,LMO7/hCTZ,7,,15.0
55.0,LMO7/hCTZ,7,,14.0
60.0,LMO7/hCTZ,7,,14.0
65.0,LMO7/hCTZ,7,,15.0
70.0,LMO7/hCTZ,7,,14.0
75.0,LMO7/hCTZ,7,,12.0
80.0,LMO7/hCTZ,7,,9.0
85.0,LMO7/hCTZ,7,,8.0
90.0,LMO7/hCTZ,7,,7.0
95.0,LMO7/hCTZ,7,,6.0
100.0,LMO7/hCTZ,7,,5.0
105.0,LMO7/hCTZ,7,,5.0
110.0,LMO7/hCTZ,7,,4.0
115.0,LMO7/hCTZ,7,,3.0
120.0,LMO7/hCTZ,7,,1.0
125.0,LMO7/hCTZ,7,,1.0
130.0,LMO7/hCTZ,7,,1.0
135.0,LMO7/hCTZ,7,,1.0
140.0,LMO7/hCTZ,7,,1.0
145.0,LMO7/hCTZ,7,,1.0
150.0,LMO7/hCTZ,7,,1.0
155.0,LMO7/hCTZ,7,,2.0
160.0,LMO7/hCTZ,7,,2.0
165.0,LMO7/hCTZ,7,,2.0
170.0,LMO7/hCTZ,7,,2.0
175.0,LMO7/hCTZ,7,,1.0
180.0,LMO7/hCTZ,7,,1.0
185.0,LMO7/hCTZ,7,,1.0
190.0,LMO7/hCTZ,7,,1.0
195.0,LMO7/hCTZ,7,,1.0
200.0,LMO7/hCTZ,7,,1.0
205.0,LMO7/hCTZ,7,,1.0
210.0,LMO7/hCTZ,7,,1.0
215.0,LMO7/hCTZ,7,,1.0
220.0,LMO7/hCTZ,7,,1.0
225.0,LMO7/hCTZ,7,,1.0
230.0,LMO7/hCTZ,7,,1.0
235.0,LMO7/hCTZ,7,,1.0
10.0,LMO7/hCTZ,8,,3.0
15.0,LMO7/hCTZ,8,,4.0
20.0,LMO7/hCTZ,8,,5.0
25.0,LMO7/hCTZ,8,,6.0
30.0,LMO7/hCTZ,8,,8.0
35.0,LMO7/hCTZ,8,,14.0
40.0,LMO7/hCTZ,8,,12.0
45.0,LMO7/hCTZ,8,,12.0
50.0,LMO7/hCTZ,8,,13.0
55.0,LMO7/hCTZ,8,,13.0
60.0,LMO7/hCTZ,8,,12.0
65.0,LMO7/hCTZ,8,,12.0
70.0,LMO7/hCTZ,8,,13.0
75.0,LMO7/hCTZ,8,,12.0
80.0,LMO7/hCTZ,8,,12.0
85.0,LMO7/hCTZ,8,,11.0
90.0,LMO7/hCTZ,8,,10.0
95.0,LMO7/hCTZ,8,,9.0
100.0,LMO7/hCTZ,8,,9.0
105.0,LMO7/hCTZ,8,,10.0
110.0,LMO7/hCTZ,8,,10.0
115.0,LMO7/hCTZ,8,,11.0
120.0,LMO7/hCTZ,8,,10.0
125.0,LMO7/hCTZ,8,,10.0
130.0,LMO7/hCTZ,8,,11.0
135.0,LMO7/hCTZ,8,,11.0
140.0,LMO7/hCTZ,8,,10.0
145.0,LMO7/hCTZ,8,,9.0
150.0,LMO7/hCTZ,8,,9.0
155.0,LMO7/hCTZ,8,,5.0
160.0,LMO7/hCTZ,8,,4.0
165.0,LMO7/hCTZ,8,,4.0
170.0,LMO7/hCTZ,8,,3.0
175.0,LMO7/hCTZ,8,,3.0
180.0,LMO7/hCTZ,8,,3.0
185.0,LMO7/hCTZ,8,,5.0
190.0,LMO7/hCTZ,8,,1.0
195.0,LMO7/hCTZ,8,,1.0
10.0,LMO7/hCTZ,9,,2.0
15.0,LMO7/hCTZ,9,,2.0
20.0,LMO7/hCTZ,9,,4.0
25.0,LMO7/hCTZ,9,,5.0
30.0,LMO7/hCTZ,9,,5.0
35.0,LMO7/hCTZ,9,,6.0
40.0,LMO7/hCTZ,9,,6.0
45.0,LMO7/hCTZ,9,,6.0
50.0,LMO7/hCTZ,9,,6.0
55.0,LMO7/hCTZ,9,,6.0
60.0,LMO7/hCTZ,9,,6.0
65.0,LMO7/hCTZ,9,,8.0
70.0,LMO7/hCTZ,9,,7.0
75.0,LMO7/hCTZ,9,,7.0
80.0,LMO7/hCTZ,9,,9.0
85.0,LMO7/hCTZ,9,,8.0
90.0,LMO7/hCTZ,9,,7.0
95.0,LMO7/hCTZ,9,,7.0
100.0,LMO7/hCTZ,9,,8.0
105.0,LMO7/hCTZ,9,,9.0
110.0,LMO7/hCTZ,9,,10.0
115.0,LMO7/hCTZ,9,,9.0
120.0,LMO7/hCTZ,9,,9.0
125.0,LMO7/hCTZ,9,,9.0
130.0,LMO7/hCTZ,9,,9.0
135.0,LMO7/hCTZ,9,,10.0
140.0,LMO7/hCTZ,9,,12.0
145.0,LMO7/hCTZ,9,,9.0
150.0,LMO7/hCTZ,9,,8.0
155.0,LMO7/hCTZ,9,,10.0
160.0,LMO7/hCTZ,9,,11.0
165.0,LMO7/hCTZ,9,,10.0
170.0,LMO7/hCTZ,9,,11.0
175.0,LMO7/hCTZ,9,,9.0
180.0,LMO7/hCTZ,9,,8.0
185.0,LMO7/hCTZ,9,,7.0
190.0,LMO7/hCTZ,9,,7.0
195.0,LMO7/hCTZ,9,,5.0
200.0,LMO7/hCTZ,9,,5.0
205.0,LMO7/hCTZ,9,,4.0
210.0,LMO7/hCTZ,9,,4.0
215.0,LMO7/hCTZ,9,,3.0
220.0,LMO7/hCTZ,9,,3.0
225.0,LMO7/hCTZ,9,,2.0
230.0,LMO7/hCTZ,9,,2.0
235.0,LMO7/hCTZ,9,,2.0
240.0,LMO7/hCTZ,9,,1.0
245.0,LMO7/hCTZ,9,,1.0
250.0,LMO7/hCTZ,9,,1.0
255.0,LMO7/hCTZ,9,,1.0
5.0,MEDIA,1,,0.0
10.0,MEDIA,1,,1.0
15.0,MEDIA,1,,4.0
20.0,MEDIA,1,,8.0
25.0,MEDIA,1,,10.0
30.0,MEDIA,1,,11.0
35.0,MEDIA,1,,14.0
40.0,MEDIA,1,,14.0
45.0,MEDIA,1,,17.0
50.0,MEDIA,1,,17.0
55.0,MEDIA,1,,17.0
60.0,MEDIA,1,,17.0
65.0,MEDIA,1,,15.0
70.0,MEDIA,1,,16.0
75.0,MEDIA,1,,16.0
80.0,MEDIA,1,,16.0
85.0,MEDIA,1,,16.0
90.0,MEDIA,1,,16.0
95.0,MEDIA,1,,20.0
100.0,MEDIA,1,,17.0
105.0,MEDIA,1,,17.0
110.0,MEDIA,1,,17.0
115.0,MEDIA,1,,18.0
120.0,MEDIA,1,,16.0
125.0,MEDIA,1,,13.0
130.0,MEDIA,1,,14.0
135.0,MEDIA,1,,13.0
140.0,MEDIA,1,,13.0
145.0,MEDIA,1,,12.0
150.0,MEDIA,1,,13.0
155.0,MEDIA,1,,17.0
160.0,MEDIA,1,,14.0
165.0,MEDIA,1,,12.0
170.0,MEDIA,1,,12.0
175.0,MEDIA,1,,13.0
180.0,MEDIA,1,,12.0
185.0,MEDIA,1,,17.0
190.0,MEDIA,1,,13.0
195.0,MEDIA,1,,14.0
200.0,MEDIA,1,,14.0
205.0,MEDIA,1,,16.0
210.0,MEDIA,1,,11.0
215.0,MEDIA,1,,10.0
220.0,MEDIA,1,,15.0
225.0,MEDIA,1,,11.0
230.0,MEDIA,1,,11.0
235.0,MEDIA,1,,8.0
240.0,MEDIA,1,,8.0
245.0,MEDIA,1,,9.0
250.0,MEDIA,1,,10.0
255.0,MEDIA,1,,10.0
260.0,MEDIA,1,,10.0
265.0,MEDIA,1,,9.0
270.0,MEDIA,1,,11.0
275.0,MEDIA,1,,6.0
280.0,MEDIA,1,,5.0
285.0,MEDIA,1,,4.0
290.0,MEDIA,1,,3.0
5.0,MEDIA,2,,0.0
10.0,MEDIA,2,,3.0
15.0,MEDIA,2,,11.0
20.0,MEDIA,2,,12.0
25.0,MEDIA,2,,12.0
30.0,MEDIA,2,,8.0
35.0,MEDIA,2,,8.0
40.0,MEDIA,2,,9.0
45.0,MEDIA,2,,10.0
50.0,MEDIA,2,,10.0
55.0,MEDIA,2,,9.0
60.0,MEDIA,2,,13.0
65.0,MEDIA,2,,12.0
70.0,MEDIA,2,,12.0
75.0,MEDIA,2,,11.0
80.0,MEDIA,2,,11.0
85.0,MEDIA,2,,11.0
90.0,MEDIA,2,,14.0
95.0,MEDIA,2,,12.0
100.0,MEDIA,2,,15.0
105.0,MEDIA,2,,21.0
110.0,MEDIA,2,,14.0
115.0,MEDIA,2,,11.0
120.0,MEDIA,2,,10.0
125.0,MEDIA,2,,10.0
130.0,MEDIA,2,,8.0
135.0,MEDIA,2,,8.0
140.0,MEDIA,2,,6.0
145.0,MEDIA,2,,5.0
150.0,MEDIA,2,,5.0
155.0,MEDIA,2,,5.0
160.0,MEDIA,2,,4.0
165.0,MEDIA,2,,4.0
170.0,MEDIA,2,,4.0
175.0,MEDIA,2,,4.0
180.0,MEDIA,2,,4.0
185.0,MEDIA,2,,3.0
190.0,MEDIA,2,,6.0
195.0,MEDIA,2,,2.0
200.0,MEDIA,2,,2.0
205.0,MEDIA,2,,1.0
210.0,MEDIA,2,,1.0
215.0,MEDIA,2,,2.0
5.0,MEDIA,3,,0.0
10.0,MEDIA,3,,0.0
15.0,MEDIA,3,,1.0
20.0,MEDIA,3,,4.0
25.0,MEDIA,3,,7.0
30.0,MEDIA,3,,10.0
35.0,MEDIA,3,,11.0
40.0,MEDIA,3,,13.0
45.0,MEDIA,3,,14.0
50.0,MEDIA,3,,11.0
55.0,MEDIA,3,,11.0
60.0,MEDIA,3,,15.0
65.0,MEDIA,3,,15.0
70.0,MEDIA,3,,13.0
75.0,MEDIA,3,,12.0
80.0,MEDIA,3,,12.0
85.0,MEDIA,3,,13.0
90.0,MEDIA,3,,10.0
95.0,MEDIA,3,,11.0
100.0,MEDIA,3,,12.0
105.0,MEDIA,3,,14.0
110.0,MEDIA,3,,13.0
115.0,MEDIA,3,,13.0
120.0,MEDIA,3,,12.0
125.0,MEDIA,3,,11.0
130.0,MEDIA,3,,10.0
135.0,MEDIA,3,,18.0
140.0,MEDIA,3,,13.0
145.0,MEDIA,3,,12.0
150.0,MEDIA,3,,11.0
155.0,MEDIA,3,,11.0
160.0,MEDIA,3,,13.0
165.0,MEDIA,3,,12.0
170.0,MEDIA,3,,12.0
175.0,MEDIA,3,,15.0
180.0,MEDIA,3,,13.0
185.0,MEDIA,3,,13.0
190.0,MEDIA,3,,22.0
195.0,MEDIA,3,,13.0
200.0,MEDIA,3,,10.0
205.0,MEDIA,3,,10.0
210.0,MEDIA,3,,16.0
215.0,MEDIA,3,,10.0
220.0,MEDIA,3,,10.0
225.0,MEDIA,3,,9.0
230.0,MEDIA,3,,8.0
235.0,MEDIA,3,,8.0
240.0,MEDIA,3,,8.0
245.0,MEDIA,3,,6.0
250.0,MEDIA,3,,5.0
255.0,MEDIA,3,,4.0
260.0,MEDIA,3,,4.0
265.0,MEDIA,3,,4.0
270.0,MEDIA,3,,1.0
275.0,MEDIA,3,,1.0
5.0,MEDIA,4,,0.0
10.0,MEDIA,4,,0.0
15.0,MEDIA,4,,4.0
20.0,MEDIA,4,,5.0
25.0,MEDIA,4,,6.0
30.0,MEDIA,4,,6.0
35.0,MEDIA,4,,7.0
40.0,MEDIA,4,,7.0
45.0,MEDIA,4,,11.0
50.0,MEDIA,4,,9.0
55.0,MEDIA,4,,9.0
60.0,MEDIA,4,,13.0
65.0,MEDIA,4,,13.0
70.0,MEDIA,4,,13.0
75.0,MEDIA,4,,13.0
80.0,MEDIA,4,,13.0
85.0,MEDIA,4,,13.0
90.0,MEDIA,4,,13.0
95.0,MEDIA,4,,12.0
100.0,MEDIA,4,,11.0
105.0,MEDIA,4,,11.0
110.0,MEDIA,4,,12.0
115.0,MEDIA,4,,13.0
120.0,MEDIA,4,,13.0
125.0,MEDIA,4,,13.0
130.0,MEDIA,4,,15.0
135.0,MEDIA,4,,20.0
140.0,MEDIA,4,,17.0
145.0,MEDIA,4,,18.0
150.0,MEDIA,4,,16.0
155.0,MEDIA,4,,14.0
160.0,MEDIA,4,,12.0
165.0,MEDIA,4,,13.0
170.0,MEDIA,4,,13.0
175.0,MEDIA,4,,11.0
180.0,MEDIA,4,,12.0
185.0,MEDIA,4,,16.0
190.0,MEDIA,4,,11.0
195.0,MEDIA,4,,14.0
200.0,MEDIA,4,,12.0
205.0,MEDIA,4,,11.0
210.0,MEDIA,4,,11.0
215.0,MEDIA,4,,9.0
220.0,MEDIA,4,,8.0
225.0,MEDIA,4,,8.0
230.0,MEDIA,4,,11.0
235.0,MEDIA,4,,9.0
240.0,MEDIA,4,,9.0
245.0,MEDIA,4,,7.0
250.0,MEDIA,4,,9.0
255.0,MEDIA,4,,6.0
260.0,MEDIA,4,,7.0
265.0,MEDIA,4,,9.0
270.0,MEDIA,4,,15.0
275.0,MEDIA,4,,7.0
280.0,MEDIA,4,,9.0
285.0,MEDIA,4,,6.0
290.0,MEDIA,4,,6.0
295.0,MEDIA,4,,6.0
300.0,MEDIA,4,,9.0
305.0,MEDIA,4,,7.0
310.0,MEDIA,4,,7.0
315.0,MEDIA,4,,7.0
320.0,MEDIA,4,,5.0
325.0,MEDIA,4,,5.0
330.0,MEDIA,4,,4.0
335.0,MEDIA,4,,4.0
340.0,MEDIA,4,,4.0
345.0,MEDIA,4,,4.0
